C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_47_949.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_47_949.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_47_949.jpg, 0, 0, 0, 7.891157E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_052.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_052.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_052.jpg, 0, 0, 0, 7.817458E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_155.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_155.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_155.jpg, 0, 0, 0, 7.813378E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_261.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_261.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_261.jpg, 0, 0, 0, 7.824367E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_364.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_364.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_364.jpg, 0, 0, 0, 7.928642E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_477.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_477.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_477.jpg, 0, 0, 0, 7.869808E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_582.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_582.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_582.jpg, 0, 0, 0, 8.079251E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_695.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_695.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_695.jpg, 0, 0, 0, 7.825075E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_811.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_811.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_811.jpg, 0, 0, 0, 7.939345E-05
C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\center_2023_08_09_11_32_48_926.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\left_2023_08_09_11_32_48_926.jpg, C:\Gestion\Processes & Products\Formacion\Deep Learning Self Driving\Behavioural Clonning\Udacity Car Simulator\Collected Data\IMG\right_2023_08_09_11_32_48_926.jpg, 0, 0, 0, 7.814711E-05
